CustomerID,Recency,Frequency,Monetary,AvgOrderValue,ItemDiversity,PurchaseHour,RepeatPurchase,UnitSales,OnPromotion
10957,72,6,429.89,71.65,0.08,19,0,112.85,0
10958,79,3,339.76,113.25,0.61,9,0,66.2,0
10959,29,11,857.57,77.96,0.53,18,1,218.93,0
10960,2,7,527.94,75.42,0.26,11,1,133.43,0
10961,32,6,257.8,42.97,0.15,15,0,104.63,0
10962,5,7,265.87,37.98,0.63,8,1,109.79,0
10963,55,8,590.47,73.81,0.12,17,1,157.6,1
10964,23,3,331.0,110.33,0.12,20,1,73.82,0
10965,13,7,545.5,77.93,0.27,12,1,139.29,0
10966,56,5,479.76,95.95,0.45,10,1,113.95,1
10967,9,4,79.14,19.78,0.1,13,1,54.75,0
10968,19,8,918.58,114.82,0.65,9,1,182.85,0
10969,25,6,382.66,63.78,0.67,8,1,107.43,0
10970,1,9,531.17,59.02,0.2,15,1,168.92,0
10971,3,7,644.81,92.12,0.13,18,1,151.3,1
10972,65,3,350.69,116.9,0.13,16,0,70.99,0
10973,2,3,67.51,22.5,0.1,11,1,39.97,1
10974,31,9,795.65,88.41,0.17,14,1,197.1,1
10975,4,5,145.88,29.18,0.18,8,0,83.03,0
10976,7,9,1074.32,119.37,0.21,13,1,220.08,0
10977,11,10,1146.34,114.63,0.35,18,1,232.27,0
10978,7,6,453.32,75.55,0.35,12,1,126.66,0
10979,16,5,138.93,27.79,0.29,17,1,69.43,0
10980,38,4,139.6,34.9,0.64,8,0,66.38,0
10981,5,6,441.96,73.66,0.71,11,1,123.51,0
10982,11,5,404.18,80.84,0.25,13,1,96.77,0
10983,2,8,623.4,77.92,0.16,12,1,155.44,0
10984,17,8,259.08,32.38,0.7,13,1,129.14,1
10985,83,3,288.78,96.26,0.2,20,0,69.29,0
10986,12,9,823.12,91.46,0.09,9,1,199.38,0
10987,12,9,912.58,101.4,0.05,19,1,204.26,0
10988,5,6,580.95,96.82,0.21,19,1,129.58,0
10989,36,8,472.39,59.05,0.14,12,1,152.96,1
10990,16,11,1217.97,110.72,0.24,13,1,258.75,0
10991,10,8,742.66,92.83,0.15,19,1,177.65,1
10992,6,6,608.98,101.5,0.27,12,1,136.05,0
10993,7,6,251.98,42.0,0.65,16,1,95.72,0
10994,18,9,534.58,59.4,0.21,9,1,174.91,0
10995,27,6,666.83,111.14,0.27,15,1,143.03,0
10996,8,6,174.65,29.11,0.14,9,0,88.93,0
10997,52,5,524.83,104.97,0.47,9,0,117.27,1
10998,11,5,554.67,110.93,0.32,9,1,118.93,0
10999,16,7,796.93,113.85,0.18,19,1,171.07,0
