CustomerID,Recency,Frequency,Monetary,AvgOrderValue,ItemDiversity,PurchaseHour,RepeatPurchase,add_to_cart_order,days_since_prior_order
11027,27,10,707.41,70.74,0.45,17,1,9,21
11028,6,8,447.71,55.96,0.21,20,1,14,27
11029,1,7,560.95,80.14,0.19,14,1,8,24
11030,21,5,151.4,30.28,0.25,19,1,3,0
11031,34,6,389.12,64.85,0.1,12,0,11,6
11032,12,6,260.62,43.44,0.36,14,1,12,26
11033,18,6,398.66,66.44,0.26,21,1,4,26
11034,15,11,1064.4,96.76,0.35,16,1,13,9
11035,3,6,510.62,85.1,0.59,17,1,6,28
11036,33,6,646.28,107.71,0.25,17,1,14,22
11037,33,8,154.75,19.34,0.22,16,0,10,17
11038,11,6,536.93,89.49,0.21,20,1,4,0
11039,24,6,399.26,66.54,0.11,13,1,10,15
11040,44,6,518.07,86.35,0.12,17,1,6,28
11041,13,7,543.6,77.66,0.25,20,1,3,0
11042,11,9,796.87,88.54,0.35,15,1,7,13
11043,24,7,747.33,106.76,0.15,18,1,3,7
11044,8,3,162.01,54.0,0.51,16,0,4,20
11045,65,4,226.27,56.57,0.24,16,0,7,24
11046,20,7,811.94,115.99,0.42,9,1,11,17
11047,69,5,215.64,43.13,0.52,16,0,7,22
11048,80,6,241.62,40.27,0.35,19,0,4,15
11049,41,6,319.37,53.23,0.15,14,1,9,0
11050,102,8,280.16,35.02,0.22,15,0,8,0
11051,14,7,779.16,111.31,0.31,8,1,14,12
11052,47,8,890.98,111.37,0.24,15,1,5,7
11053,128,5,362.17,72.43,0.66,16,0,7,4
11054,36,6,394.4,65.73,0.32,17,0,13,4
11055,16,5,499.92,99.98,0.35,10,1,6,21
11056,20,6,435.46,72.58,0.14,14,1,11,19
11057,38,7,550.83,78.69,0.36,11,1,11,22
11058,51,3,128.72,42.91,0.29,16,0,1,17
11059,45,5,183.61,36.72,0.52,10,0,11,3
11060,31,4,271.57,67.89,0.32,15,0,1,18
11061,3,9,146.04,16.23,0.3,21,1,14,6
11062,18,7,498.3,71.19,0.15,17,0,9,28
11063,79,5,354.72,70.94,0.05,8,0,4,19
11064,20,7,401.31,57.33,0.37,8,1,3,19
11065,52,7,720.36,102.91,0.05,10,0,6,24
11066,33,6,120.15,20.03,0.24,18,0,11,9
11067,27,6,549.0,91.5,0.25,9,1,10,28
11068,26,7,391.93,55.99,0.06,16,1,3,22
11069,11,6,664.67,110.78,0.38,16,1,11,13
11070,1,7,738.71,105.53,0.06,19,1,6,12
11071,24,8,245.36,30.67,0.32,9,1,5,8
11072,11,6,612.41,102.07,0.05,10,1,14,5
11073,11,4,194.67,48.67,0.14,14,0,9,5
11074,2,5,265.97,53.19,0.43,16,1,10,12
11075,11,8,913.36,114.17,0.55,10,1,3,15
11076,9,7,306.32,43.76,0.2,14,1,3,16
11077,77,8,352.02,44.0,0.18,9,0,5,6
11078,22,9,439.4,48.82,0.26,14,1,7,20
11079,1,4,266.51,66.63,0.25,14,1,3,25
11080,34,7,231.69,33.1,0.17,17,1,5,20
11081,19,7,274.3,39.19,0.23,10,1,5,15
11082,2,8,386.94,48.37,0.09,16,1,5,3
11083,73,4,366.65,91.66,0.17,21,0,12,28
11084,24,2,178.0,89.0,0.09,21,1,12,19
11085,66,3,92.84,30.95,0.2,11,0,6,5
11086,14,8,169.7,21.21,0.46,17,1,4,1
11087,59,5,212.07,42.41,0.4,14,0,7,28
11088,3,8,736.54,92.07,0.07,19,1,3,29
11089,5,6,118.6,19.77,0.17,8,1,4,2
11090,47,3,317.38,105.79,0.73,8,0,2,11
11091,11,5,398.94,79.79,0.09,12,1,6,28
11092,4,6,160.4,26.73,0.37,8,1,7,7
11093,10,9,279.18,31.02,0.48,10,1,13,9
11094,12,4,159.15,39.79,0.56,20,1,14,16
11095,26,3,185.03,61.68,0.39,16,1,14,1
11096,122,7,534.31,76.33,0.11,14,0,5,10
11097,69,10,515.55,51.55,0.28,20,1,13,5
11098,9,7,560.6,80.09,0.39,13,1,6,17
11099,8,7,322.15,46.02,0.52,17,1,1,12
11100,28,3,259.81,86.6,0.13,12,0,12,15
11101,53,4,270.71,67.68,0.14,20,1,8,28
11102,22,5,413.17,82.63,0.38,20,1,7,13
11103,20,9,766.2,85.13,0.1,15,1,8,8
11104,17,7,467.86,66.84,0.31,17,1,9,26
11105,27,5,312.77,62.55,0.56,9,0,11,26
11106,5,4,416.75,104.19,0.52,12,0,9,3
11107,4,4,110.72,27.68,0.34,11,1,5,11
11108,54,6,571.01,95.17,0.37,12,0,10,1
11109,9,3,338.69,112.9,0.19,21,1,3,10
11110,33,2,163.77,81.89,0.38,19,0,10,11
11111,6,7,229.5,32.79,0.12,20,0,12,21
11112,38,4,131.09,32.77,0.39,10,0,8,19
11113,9,2,44.81,22.4,0.49,17,0,4,11
11114,18,5,567.37,113.47,0.05,8,1,3,6
11115,12,3,307.18,102.39,0.19,14,1,12,20
11116,46,5,274.6,54.92,0.14,20,0,5,10
11117,60,5,557.43,111.49,0.24,21,0,10,6
11118,9,5,89.57,17.91,0.29,19,1,12,14
11119,9,4,398.11,99.53,0.1,8,1,8,6
11120,39,6,117.75,19.62,0.63,16,0,4,3
11121,37,5,237.0,47.4,0.12,17,1,6,14
11122,84,6,478.11,79.68,0.19,18,0,10,15
11123,22,4,428.31,107.08,0.33,10,0,10,14
11124,19,5,455.19,91.04,0.38,9,1,2,0
11125,1,9,986.84,109.65,0.25,16,1,10,0
11126,4,6,219.97,36.66,0.17,19,1,9,18
11127,80,5,152.72,30.54,0.19,12,0,6,19
11128,3,4,251.47,62.87,0.06,19,1,1,23
11129,6,5,597.06,119.41,0.23,13,1,14,26
11130,1,8,788.73,98.59,0.21,19,1,2,15
11131,102,9,414.47,46.05,0.09,9,0,7,9
11132,14,5,166.35,33.27,0.24,14,1,10,22
11133,49,4,418.94,104.74,0.27,8,0,4,18
11134,8,6,656.63,109.44,0.08,9,1,9,21
11135,17,6,508.39,84.73,0.09,16,0,8,1
11136,2,7,579.25,82.75,0.21,14,1,13,8
11137,10,5,432.88,86.58,0.47,12,1,11,13
11138,62,5,579.84,115.97,0.33,12,1,10,26
11139,19,6,513.57,85.6,0.33,12,1,4,2
11140,12,5,341.81,68.36,0.1,21,0,9,27
11141,44,5,527.1,105.42,0.15,12,0,6,4
11142,83,5,191.41,38.28,0.46,9,0,10,22
11143,21,6,133.26,22.21,0.24,14,0,6,27
11144,86,1,37.57,37.57,0.48,13,0,6,21
11145,29,6,412.62,68.77,0.41,18,1,3,23
11146,19,6,619.17,103.2,0.51,9,1,8,19
11147,25,6,265.17,44.2,0.08,15,1,1,6
11148,36,11,469.98,42.73,0.56,8,1,3,21
11149,31,7,492.4,70.34,0.29,13,0,10,5
11150,15,7,620.36,88.62,0.24,20,1,13,2
11151,163,5,548.2,109.64,0.1,11,0,7,2
11152,21,7,329.06,47.01,0.39,13,1,10,13
11153,64,4,316.06,79.02,0.38,19,0,1,7
11154,26,9,481.28,53.48,0.3,9,1,7,15
11155,5,9,479.39,53.27,0.19,15,1,1,18
11156,16,6,681.88,113.65,0.2,16,1,5,20
11157,15,6,616.83,102.8,0.43,9,1,7,28
11158,32,5,271.45,54.29,0.11,15,0,1,0
11159,25,5,454.28,90.86,0.21,19,1,10,29
11160,46,6,552.46,92.08,0.28,21,0,7,12
11161,25,7,752.43,107.49,0.11,11,1,3,3
11162,29,5,78.12,15.62,0.16,19,0,3,18
11163,19,4,426.28,106.57,0.43,19,1,12,1
11164,6,3,146.4,48.8,0.49,12,0,12,28
11165,13,6,280.4,46.73,0.81,15,1,3,0
11166,27,5,444.79,88.96,0.05,8,0,9,4
11167,27,9,722.1,80.23,0.22,19,1,7,12
11168,30,6,279.34,46.56,0.07,15,0,2,1
11169,2,3,249.03,83.01,0.26,11,1,4,9
11170,7,4,202.0,50.5,0.68,19,0,6,21
11171,10,6,241.34,40.22,0.44,20,1,4,3
11172,18,6,330.6,55.1,0.33,9,1,8,7
11173,8,5,341.84,68.37,0.29,8,1,5,22
11174,42,7,664.52,94.93,0.23,8,1,8,7
11175,21,11,230.11,20.92,0.22,18,1,13,13
11176,39,5,323.1,64.62,0.18,16,1,2,17
11177,15,6,282.19,47.03,0.47,8,1,4,3
11178,81,3,315.18,105.06,0.11,12,0,10,25
11179,23,11,476.42,43.31,0.17,13,1,5,1
11180,22,7,635.86,90.84,0.56,19,1,9,15
11181,45,7,515.37,73.62,0.14,8,1,10,20
11182,21,10,809.26,80.93,0.32,17,1,14,26
11183,34,7,737.71,105.39,0.15,20,1,5,5
11184,32,6,637.5,106.25,0.58,9,1,3,17
11185,10,7,780.85,111.55,0.09,15,1,13,2
11186,40,9,974.9,108.32,0.17,21,1,10,15
11187,25,8,772.12,96.52,0.34,17,1,8,13
11188,35,7,304.22,43.46,0.14,12,0,9,6
11189,10,5,338.01,67.6,0.36,11,0,11,29
11190,111,4,129.42,32.35,0.25,8,0,3,19
11191,6,6,663.5,110.58,0.32,18,1,1,22
11192,5,7,760.37,108.62,0.05,9,1,5,0
11193,23,5,515.43,103.09,0.27,16,1,8,18
11194,5,8,757.76,94.72,0.34,13,1,1,5
11195,26,3,147.46,49.15,0.08,21,0,11,3
11196,30,9,849.74,94.42,0.29,12,0,2,24
11197,27,7,282.73,40.39,0.34,20,0,14,18
11198,87,11,659.9,59.99,0.17,20,0,6,5
11199,23,5,98.27,19.65,0.05,11,0,3,3
