order_id,Recency,Frequency,Monetary,AvgOrderValue,ItemDiversity,PurchaseHour,reorder_status,review_score,freight_value
10958,13,1,67.91,67.91,0.36,9,0,3,25.37
10959,31,7,720.62,102.95,0.21,21,1,5,22.49
10960,1,7,160.84,22.98,0.05,18,0,5,27.83
10961,44,6,184.77,30.8,0.24,8,0,5,23.41
10962,17,6,303.02,50.5,0.17,20,1,5,23.32
10963,17,6,335.12,55.85,0.05,10,0,3,18.44
10964,20,4,400.82,100.2,0.23,13,0,4,14.15
10965,18,7,270.19,38.6,0.24,11,1,4,13.78
10966,21,8,800.77,100.1,0.25,21,1,5,13.71
10967,13,5,460.98,92.2,0.23,16,1,5,19.83
10968,19,6,604.16,100.69,0.25,13,1,4,42.72
10969,16,9,925.34,102.82,0.08,13,1,4,25.44
10970,22,5,464.69,92.94,0.31,8,1,4,37.13
10971,30,3,102.08,34.03,0.34,21,0,2,20.74
10972,9,5,325.03,65.01,0.31,18,1,5,13.81
10973,22,6,583.37,97.23,0.26,16,1,4,37.77
10974,28,6,234.06,39.01,0.65,17,1,5,28.86
10975,1,7,701.51,100.22,0.21,18,1,4,6.94
10976,23,9,779.54,86.62,0.27,13,1,4,43.92
10977,9,7,683.21,97.6,0.45,21,1,5,28.94
10978,16,9,234.32,26.04,0.63,17,1,4,11.2
10979,53,8,586.18,73.27,0.5,17,1,4,18.8
10980,12,11,1018.17,92.56,0.43,15,1,4,29.21
10981,20,6,436.99,72.83,0.12,20,0,5,19.33
10982,1,4,99.83,24.96,0.17,16,1,5,7.15
10983,12,6,686.43,114.4,0.24,18,1,2,15.83
10984,31,10,815.17,81.52,0.05,10,1,5,30.13
10985,12,7,477.97,68.28,0.22,10,1,5,11.45
10986,7,6,312.78,52.13,0.43,15,1,4,32.83
10987,11,6,247.09,41.18,0.19,20,1,5,40.2
10988,93,6,411.78,68.63,0.61,10,0,5,15.03
10989,3,7,146.58,20.94,0.41,10,1,5,42.45
10990,19,14,1593.11,113.79,0.16,12,1,5,44.95
10991,2,5,166.37,33.27,0.43,21,1,5,28.06
10992,24,7,336.71,48.1,0.21,16,0,5,13.77
10993,5,6,610.76,101.79,0.44,11,1,5,13.39
10994,31,6,694.64,115.77,0.19,18,1,5,32.81
10995,10,5,346.34,69.27,0.11,11,0,4,9.46
10996,36,4,369.1,92.28,0.17,13,0,1,36.58
10997,13,3,340.18,113.39,0.32,19,1,5,22.77
10998,1,12,250.62,20.88,0.12,17,1,5,27.19
10999,11,4,61.0,15.25,0.19,13,0,5,24.22
